,icpsr,id,name,state_abbrev,V1,party_code,rollcallvote_id,chamber,congress,date,rollnumber,description
0,14852,MS11414852,"ROBERTS, Charles Patrick (Pat)",KS,6,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
1,14858,MS11414858,"SCHUMER, Charles Ellis (Chuck)",NY,6,100,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
2,14871,MS11414871,"WYDEN, Ronald Lee",OR,6,100,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
3,29722,MS11429722,"MORAN, Jerry",KS,6,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
4,41500,MS11441500,"SULLIVAN, Daniel Scott",AK,6,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
5,41501,MS11441501,"PERDUE, David Alfred, Jr.",GA,1,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
6,41502,MS11441502,"ERNST, Joni",IA,6,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
7,41503,MS11441503,"SASSE, Benjamin Eric",NE,1,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
8,41504,MS11441504,"TILLIS, Thomas Roland (Thom)",NC,6,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
9,41505,MS11441505,"ROUNDS, Marion Michael (Mike)",SD,1,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
10,49700,MS11449700,"SESSIONS, Jefferson Beauregard III (Jeff)",AL,1,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
11,29735,MS11429735,"BLUNT, Roy",MO,6,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
12,49706,MS11449706,"ENZI, Michael B.",WY,6,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
13,15408,MS11415408,"CARDIN, Benjamin Louis",MD,6,100,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
14,29754,MS11429754,"THUNE, John",SD,1,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
15,15424,MS11415424,"INHOFE, James Mountain",OK,1,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
16,14921,MS11414921,"McCONNELL, Addison Mitchell (Mitch)",KY,1,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
17,14435,MS11414435,"MARKEY, Edward John",MA,6,100,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
18,14440,MS11414440,"MIKULSKI, Barbara Ann",MD,6,100,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
19,21112,MS11421112,"GARDNER, Cory",CO,6,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
20,20100,MS11420100,"FLAKE, Jeff",AZ,6,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
21,20101,MS11420101,"BOOZMAN, John",AR,1,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
22,29548,MS11429548,"BURR, Richard M.",NC,6,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
23,41101,MS11441101,"BLUMENTHAL, Richard",CT,6,100,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
24,41102,MS11441102,"RUBIO, Marco",FL,9,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
25,41104,MS11441104,"PAUL, Rand",KY,9,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
26,41106,MS11441106,"AYOTTE, Kelly",NH,6,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
27,41107,MS11441107,"HOEVEN, John",ND,6,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
28,49300,MS11449300,"FEINSTEIN, Dianne",CA,6,100,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
29,41110,MS11441110,"LEE, Mike",UT,6,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
30,41111,MS11441111,"JOHNSON, Ron",WI,6,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
31,41112,MS11441112,"SCHATZ, Brian Emanuel",HI,6,100,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
32,49308,MS11449308,"MURRAY, Patty",WA,6,100,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
33,29345,MS11429345,"CRAPO, Michael Dean",ID,6,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
34,15011,MS11415011,"BOXER, Barbara",CA,6,100,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
35,14503,MS11414503,"HATCH, Orrin Grant",UT,6,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
36,15021,MS11415021,"DURBIN, Richard Joseph",IL,6,100,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
37,21166,MS11421166,"LANKFORD, James",OK,1,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
38,20146,MS11420146,"CAPITO, Shelley Moore",WV,1,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
39,21173,MS11421173,"SCOTT, Tim",SC,1,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
40,14009,MS11414009,"COCHRAN, William Thad",MS,6,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
41,29373,MS11429373,"MENENDEZ, Robert",NJ,6,100,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
42,15039,MS11415039,"McCAIN, John Sidney, III",AZ,1,200,RS1140290,Senate,114,2015-10-27,290,To exempt from the capability and process within the Department of Homeland Security communication between a private entity and the Federal Bureau of Investigation or the United States Secret Service regarding cybersecurity threats.
